X,Y,OBJECTID,SPACE_,STATUS,DMS_LAT,DMS_Long,WHOLESTNAME,SideOfStreet,Block,GlobalID
1448238.948981,542319.825231001,3495,2227,Operational,,,W Martin Luther King Jr Bv,South,200,d0300ea0-3f3e-4883-9907-ebe45a7cceca
1450599.400231,540979.603981003,3496,356,Pay Station,35.2224536510582,-80.83971621259,E 4th St,South,500,694acb22-7e5a-4854-970b-21100d336c87
1448503.40710601,542923.458356008,3497,,Operational,35.2276868695294,-80.8468542982865,S Poplar St,East,200,7696f310-c800-436d-b785-9eb0d7935ef0
1451670.042731,544079.360856012,3498,093,Operational,35.231023762324,-80.8363238769432,Phifer Av,South,100,5185db71-533f-4f1a-af00-43e952c9d399
1447810.60835601,544731.70648101,3499,,Pay Station,35.2326190373844,-80.8492866027831,W Trade St,North,600,dc99fad1-cff5-4165-852d-ce005940729b
1452030.853981,542636.575856,3500,,Operational,,,N Brevard St,South,400,131c38c2-b404-48b3-8eb4-383ec38b556b
1451322.496481,543493.082106009,3501,,Operational,35.2293954697838,-80.8374511847439,N College St,East,500,743d34ad-5210-4ba6-9100-62ec3f3684a7
1451691.14585601,544396.592731014,3502,018,Operational,35.2318963333197,-80.836272869547,N Tryon St,East,700,8b87a469-c755-4f92-8b0d-3c2402dfddf2
1450513.198981,543421.485231012,3503,038,Pay Station,35.2291575916907,-80.8401563547372,N Tryon St,East,300,476bec45-3891-4b22-aacc-ffdea82249c2
1448398.08398101,540977.03460601,3504,190,Operational,,,E Stonewall,North,200,6672fd6e-52ef-47c1-bbd4-d73b75737c1e
1447608.36398101,545479.231481001,3505,,Operational,35.234662276529,-80.8500104135076,W 5th St,North,800,cc07c947-40ab-4e47-95d4-00d0acd65006
1450471.55335601,540475.824606001,3506,461,Pay Station,35.2210631582525,-80.8401129546228,E 3rd St,South,600,97f57aea-dbeb-4fb3-bcc7-e70ca97213fe
1449064.43648101,544551.910231009,3507,,Operational,35.2321892042092,-80.8450773003579,W 6th St,South,500,8e0e5a1c-30a1-48c2-bf25-ac25261f97fa
1450570.62648101,544072.910231009,3508,2128,Operational,,,N Church St,East,400,9011cda4-97df-479c-ab67-d46b7798f41d
1448152.118356,541559.673356012,3509,2093,Pay Station,,,S Tryon St,West,400,94f9b085-2f61-4abf-a4c1-99a2d77851d5
1448782.184606,544819.575231001,3510,,Operational,35.2329101139684,-80.8460390087774,W 6th St,South,600,07135c21-054c-4d62-a330-c6ce2841af16
1448544.09523101,542465.682731003,3511,2162,Pay Station,,,S Church,West,300,1b88c3f3-7e84-4356-a128-0def5cb4224a
1448028.67648101,542000.805231005,3512,2169,Operational,,,S Church,East,400,75fb5a2b-0cec-4c75-9cf5-e461a460c638
1448386.35960601,540992.805856004,3513,189,Bagged,,,E Stonewall,North,200,74051b08-6283-4c59-bab3-6ce54098fc3b
1454245.23273101,537976.254606009,3514,,Operational,35.2143878512131,-80.8273254851018,Elizabeth Av,North,1500,893f218f-4a06-4d56-8d64-b9d3e527bafa
1452093.69585601,541372.771481007,3515,411,Operational,35.223609744619,-80.834737903475,E 6th St,North,600,5ed0c13d-c1c3-4bc3-846a-4cc4e485821f
1451057.69398101,544343.642106012,3516,2661,Operational,,,W 9th St,North,100,1d2a1faa-a1d8-4da0-9051-27602307eb0f
1452565.17960601,540880.032731012,3517,437,Operational,35.222280023366,-80.8331289702472,E 6th St,North,800,c653b06e-4717-4043-b6bd-56a42272a2fc
1450657.50335601,540915.962106004,3518,360,Pay Station,35.2222817724857,-80.839517745133,E 4th St,South,500,e9128926-df9a-4d9a-a296-7d8a60807948
1451030.62898101,539861.257106006,3519,492,Pay Station,,,E 3rd St,South,600,ece141bb-186f-4b8c-89ea-c68dee7b1928
1449028.465231,542207.298356012,3520,054,Operational,,,S Tryon St,East,200,a4520307-0ead-43c0-b97d-4cac5f57fa40
1450746.77210601,540178.215856001,3521,476,Pay Station,35.2202595805548,-80.8391731261226,E 3rd St,South,600,1820452e-19fc-4329-8ec0-08cfd2459ed9
1448635.167731,543318.598981008,3522,,Operational,35.2287791313958,-80.8464377692415,S Mint St,East,100,b213f8a0-f47c-4158-8d1d-70c731f24fc7
1447944.309606,545327.027106002,3523,2497,Operational,,,N Cedar St,East,200,3fd0878b-42b0-4cdc-92f5-931f70d74080
1448044.64835601,545467.108981013,3524,2490,Operational,,,N Cedar St,East,200,330f7745-c392-42f9-8d3d-6c5c3574a0f0
1450988.652731,539906.459606007,3525,489,Pay Station,35.2195253212753,-80.8383465250716,E 3rd St,South,600,7df45cd1-b146-4617-a2a3-c97d2e30455b
1450554.95648101,540385.749606013,3526,467,Pay Station,35.2208199515545,-80.8398281512126,E 3rd St,South,600,51cedb1b-d0f3-4420-89b8-b575cbc39e76
1451704.44023101,544407.552731007,3527,017,Operational,35.2319271182453,-80.8362290360287,N Tryon St,East,700,8605b295-de26-43cc-8c61-28e45bc0a570
1452059.29585601,542604.547731012,3528,,Operational,,,N Brevard St,South,400,605599b9-0084-4b11-a8c5-666ab77ce3e4
1448497.53960601,543204.244606003,3529,,Operational,35.2284579436465,-80.8468914348124,S Mint St,East,200,459bfb33-9d26-4b7a-b030-6bed90db1dce
1448867.52273101,542288.860856012,3530,,Operational,35.2259621127597,-80.8455957219318,W 3rd St,North,100,658eafd0-7db0-4fb4-8549-935003e22897
1451127.29835601,543332.475856006,3531,,Operational,35.2289443241265,-80.8380947713262,N College St,East,400,21de4672-ccb0-44f6-babd-a4fe94177071
1447219.86335601,545848.166481003,3532,,Operational,35.2356559108786,-80.8513342768256,W 5th St,North,900,5bf057fd-ad51-48c1-8473-3c5501cf4794
1450877.509606,543783.520231009,3533,2032,Operational,35.2301707212228,-80.838959064331,N Tryon St,West,400,ae179a0d-e4e0-4b55-a73b-09799710df54
1448365.121481,541668.75273101,3534,080,Pay Station,,,S Tryon St,East,400,00541155-7b41-45ae-8f10-6a2fcc6468a8
1449004.37460601,544058.083356008,3535,,Operational,35.230829499462,-80.8452476626878,W 5th St,South,400,c7cb0756-fdba-49e4-805b-d2f3746d4d72
1450477.87898101,541673.087106004,3536,241,Operational,35.2243525985834,-80.8401660853593,S Brevard St,East,100,8a5136b5-9f8b-480d-a854-7b07445ee593
1447576.42148101,541629.497106001,3537,,Bagged,35.2240846857236,-80.8498771346137,S Church St,East,600,73382d56-abd4-44b4-94a7-9f679390e2f4
1448429.49273101,541720.225231007,3538,076,Pay Station,,,S Tryon St,East,400,7291ce29-5aa5-4a27-8f43-d1a0b1a90b8d
1449251.81648101,543105.088981003,3539,,Operational,35.2282240735955,-80.8443598980968,W Trade St,South,200,85e506c7-42b8-4a48-b4f0-3c3a145e9959
1448774.86460601,542058.189606011,3540,2078,Pay Station,,,S Tryon St,West,300,864c40e3-4da5-4998-a11b-e84c0be59825
1451996.71085601,542942.485231012,3541,,Operational,,,N Brevard St,East,500,b4816f42-70bc-4884-92f2-9b9b8d7fd474
1447182.79835601,545325.685856014,3542,,Operational,35.2342186592711,-80.8514257519499,W Trade St,North,900,b9a57456-e698-4b20-ae9f-9d4e7e83288d
1451192.982106,543980.313981012,3543,022,Operational,,,N Tryon St,East,500,1b88982a-368a-4cca-b3c3-2244ba688409
1448555.37648101,544501.78460601,3544,,Operational,35.2320254916762,-80.8467786210671,Wilkes Pl,East,100,2c84f1f3-cc2f-4a87-b660-33a0d3955fab
1448506.25523101,544662.584606007,3545,,Operational,35.2324647291548,-80.8469531074499,W 5th St,North,520,953bb7b8-0d2b-4f70-b189-637f3178c877
1449099.71773101,542320.621481001,3546,2073,Operational,,,S Tryon St,West,200,c1ae1f06-9939-4642-975b-eddb8f7f69a9
1447331.53710601,545667.458356008,3547,,Operational,35.2351651932591,-80.8509490699737,W 5th St,South,900,283c1547-d6f2-46a9-a38e-5834a3b6c504
1447522.39773101,545492.841481,3548,,Operational,35.2346952637029,-80.8502991052045,W 5th St,South,800,ca5e6b95-3b9b-4000-a1c6-1beec6c44dba
1449332.213356,540818.238981009,3549,256,Operational,35.2219457524861,-80.843948488589,S Brevard St,West,400,971e6841-cf1c-47df-8619-24d7176ce5b0
1448738.68898101,543118.928356007,3550,,Operational,35.2282358874528,-80.8460787386623,S Poplar St,East,100,894604b3-f4ae-41c8-8253-317ca0c42fc7
1448469.70335601,542407.250231013,3551,2166,Pay Station,,,S Church,West,300,c0e05efa-f585-4298-830d-8a3be5d73131
1450731.746481,542787.877106011,3552,,Operational,35.2274280739266,-80.8393853247499,E 6th St,South,200,64edbffc-e503-4136-b1fe-1aabbf155c20
1448080.743981,545512.69085601,3553,2488,Operational,,,N Cedar St,200,East,018f9da0-2e18-4dbb-9274-bfc90a52b005
1450123.963356,539924.816481009,3554,530,Operational,35.2195317210746,-80.8412423855992,E Martin Luther King Jr Bv,North,600,5855cd0d-a151-4202-8298-763959b5a771
1451141.41460601,544550.279606014,3555,2627,Operational,,,N Church St,East,600,2f050307-042b-47fe-82f7-64829cc598ed
1448027.465856,542827.400856003,3556,2348,Pay Station,,,S Mint St,East,300,efcaa94b-e8a6-47cc-a4e9-a5b141616958
1454552.23273101,537833.915856004,3557,,Operational,35.214012339072,-80.8262890363244,Travis Av,East,200,30ea6837-8497-49f8-a82c-e5e87dad0c31
1448486.71898101,542909.525231004,3558,,Operational,35.2276477395067,-80.8469093026693,S Poplar St,East,200,b43dd680-2b98-4f78-bf57-e06a53811aac
1454730.528356,538058.910856009,3559,,Operational,35.2146394583019,-80.8257060480087,Travis Av,West,200,1d318026-1312-4503-8f89-6d3ce35e7a7b
1452078.56835601,541388.516481012,3560,410,Operational,35.2236522311122,-80.8347895227864,E 6th St,North,600,1aa0f115-84a4-4788-b867-2295bf0f4d4f
1448769.166481,543710.137106001,3561,,Operational,35.2298616092283,-80.8460135111877,W Trade St,North,400,0a4e1256-c5ea-4323-8fa7-81ee8b007bae
1446998.043356,545491.663356006,3562,,Operational,35.2346651618005,-80.8520547360997,W Trade St,North,900,6ad8bbce-0e02-4450-a599-875e92584f30
1448666.653981,544423.973356009,3563,,Operational,35.2318174164643,-80.8464011942495,W 5th St,South,500,63fe335c-d801-4c55-acda-2c4169a63105
1446771.05523101,546073.007731006,3564,2600,Operational,,,N Sycamore St,East,100,b2ec36f8-d803-4d99-967d-78716f92cab7
1452525.25085601,540923.254606009,3565,434,Operational,35.2223967367202,-80.8332653169635,E 6th St,North,800,c2c0b666-b0b8-4a11-a718-ccf5778e2635
1449920.371481,543689.193356007,3566,,Operational,35.2298628289729,-80.8421578324674,W 6th St,South,200,6ccfdf86-6f82-4ffb-85b4-c1b6fe365fc3
1449067.94460601,540607.070856005,3567,273,Operational,35.221352141821,-80.8448200674455,S Brevard St,West,400,eea2b77c-0ca4-45fe-8220-c2f9d9fc7a82
1448103.730231,545542.566481009,3568,2487,Operational,,,N Cedar St,East,200,76d0ae19-bf76-4268-8291-c149f24dae0f
1453973.55273101,538179.254606009,3569,,Operational,35.2149317908135,-80.8282474495324,Elizabeth Av,South,1400,34fc9543-05ca-4b85-b5c3-6548c2f5f829
1448363.00210601,543161.745231003,3570,,Operational,35.2283343117362,-80.84733922665,S Mint St,West,200,5e895f92-fd38-4bdd-ab02-38706da7bf10
1447857.86023101,541330.323981002,3571,,Bagged,35.2232772049218,-80.8489162537559,S Tryon St,West,600,7481a372-389f-4d36-bcad-26ea6b0e9301
1450048.669606,542904.910856009,3572,123,Operational,35.2277304949873,-80.8417034361458,E 5th St,South,100,1f56ec82-8b04-422a-a33d-1b1156cbc6fe
1448646.963356,543327.916481003,3573,,Operational,35.2288053311642,-80.8463988568793,S Mint St,East,100,d7725b33-4cc9-499d-8aec-0c559eefe687
1451119.67148101,543980.539606005,3574,2030,Operational,,,N Tryon St,West,500,160f6b5b-852a-4d7c-b467-a466b487bab0
1448710.44085601,544374.75335601,3575,,Operational,35.2316844372366,-80.8462515216282,W 5th St,South,500,d77bc235-9c14-4d08-b71b-a137a5efc4d9
1445665.559606,537789.010231003,3576,,Operational,35.2134361258421,-80.8560340453484,South Bv,West,1600,e6edb0ec-2a08-4241-8658-7b05ab4305ee
1450776.39273101,543697.827106014,3577,2038,Operational,,,N Tryon St,West,400,58fe5678-96e9-4df5-90f0-45aaa9c037d8
1452203.60210601,541255.147106007,3578,419,Operational,35.2232921872735,-80.8343626739086,E 6th St,North,700,43229f59-1843-4bfe-a553-9078777269b9
1450695.70523101,543570.240856007,3579,2642,Operational,,,N Tryon St,,400,8f7e36e6-c1d6-479a-8a5c-d19fae952fd7
1448811.25835601,543229.834606007,3580,2262,Operational,,,S Poplar St,West,100,0f05919d-ad32-40c3-b145-5dd1e939443e
1449922.572731,543032.242106006,3581,,Operational,35.2280581679338,-80.842109641624,W 5th St,South,100,c7d5cde3-8a6c-4aed-bf1e-212347ef8d57
1447766.794606,545272.954606012,3582,,Operational,35.234103705912,-80.8494670682504,W 5th St,South,800,feab5a56-d174-4027-9f2e-96ec74775e0a
1451349.58273101,543516.219606012,3583,,Operational,35.2294604105094,-80.8373619310276,N College St,East,500,c72b23a2-84dc-4ba4-8aa3-67e94ab5b4b6
1447712.40835601,544831.386481002,3584,,Pay Station,35.2328878506425,-80.8496216185016,W Trade St,North,600,41e8d135-0a5d-4477-8967-621d52119dd3
1449486.28460601,541629.012106001,3585,172,Operational,35.2241809679378,-80.8434831005913,E 3rd St,North,200,f2cee324-022d-463b-ab52-43b5817e2bab
1449742.53460601,543231.842731014,3586,,Operational,35.2285973291786,-80.8427248246071,W 5th St,South,100,696b77f5-9b9e-4a2b-a992-e71d5229e184
1447873.26523101,542130.512731001,3587,2247,Operational,,,W 1st St,North,200,d845c72d-a861-4c4d-993e-f9c4277d8faa
1449151.38210601,542305.715231001,3588,060,Pay Station,,,S Tryon St,East,200,9a86a342-44c7-4d12-83be-42fce6beb4b0
1450093.88960601,543075.063356012,3589,2670,Pay Station,35.2281780334687,-80.8415364480272,N Tryon St,East,200,acdf3660-f2a6-46d3-9606-d7b5afe1f9a0
1449765.42335601,539998.989606008,3590,393,Operational,35.2197172121349,-80.842447278895,S Davidson St,East,400,2071df8b-7bbf-45ce-9902-1cb7883d3147
1445944.21023101,537969.734606013,3591,,Operational,35.2139469215505,-80.8551125854095,South Bv,East,1500,75ccaaa8-3513-496d-b48c-012fb3bad011
1447713.83398101,544982.036481008,3592,,Pay Station,35.2333017877154,-80.8496262445969,N Cedar St,East,100,8e29d913-0e2f-428c-a1e9-3b13ac9d7d60
1445465.57898101,537466.685856014,3593,,Operational,35.2125403632983,-80.8566832859621,South Bv,East,1700,8d41a265-f8d0-48cf-8cb4-5bf76e9bb3e0
1448866.54585601,543273.468356013,3594,2260,Operational,,,S Poplar St,West,100,a2eb8494-3440-43e3-9bc1-7d9fe4ded838
1448766.43960601,544836.014606014,3595,,Operational,35.232954471607,-80.8460927506623,W 6th St,South,600,bdf631f7-ec97-4126-90d2-64095f5b710c
1450471.09585601,542776.898981005,3596,,Operational,35.2273846422776,-80.8402573082123,N College St,East,200,2d154b40-adc6-408f-a00b-73f4ae2024f3
1449792.43773101,540020.537731007,3597,391,Operational,35.2197777866507,-80.8423581816224,S Davidson St,East,400,0e3931ed-77c6-410c-b478-0f45910973a2
1447523.84835601,545562.278356001,3598,,Operational,35.2348860941657,-80.8502985820645,W 5th St,North,800,1e7e57c9-26ba-465a-a784-4e11e2f156cc
1447865.78773101,544677.943356007,3599,,Pay Station,35.2324741639631,-80.8490984959189,W Trade St,North,600,7c6902b4-8d3f-47ba-bdb9-59d1f44297e1
1449750.822731,542852.79960601,3600,2063,Operational,,,N Tryon St,West,,9c22ceb3-cabd-4526-9fb2-cdaf1b37d394
1451714.42023101,542760.317731008,3601,,Operational,,,N Brevard St,West,400,ba777b82-8b0f-43c1-be31-19b1040a79a7
1447794.81585601,541279.511481002,3602,,Bagged,35.2231343867923,-80.8491241477295,S Tryon St,West,600,c0682420-f1c6-4345-8c19-5e9935c1edb1
1450259.153356,540780.523981005,3603,300,Pay Station,35.2218894086557,-80.8408429375208,E 3rd St,North,500,5dfe1ce3-63f4-43b2-9c57-b60db98d6b0a
1449906.34273101,543705.697106004,3604,,Operational,35.229907452714,-80.842205828007,W 6th St,South,200,b225ee43-6c28-4d58-898a-ff6edbd529ba
1449124.95335601,543312.65898101,3605,,Operational,35.2287878319756,-80.8447975591189,W Trade St,North,200,0ccab19a-b394-4f6a-9b82-ffcef86d1652
1448462.70773101,541807.380231008,3606,2082,Pay Station,35.2246239936588,-80.8469695756133,S Tryon St,West,400,3ce3317c-c0db-410f-a9f2-9f0a9a42db16
1451879.61398101,542767.004606009,3607,318,Operational,,,N Brevard St,South,400,fa3d0dc0-e835-4734-82a6-cbf347c189d3
1448197.04648101,541539.390231013,3608,514,Operational,,,S Tryon St,East,500,cd5abd64-e65e-4978-817f-f3142f95d5ea
1454226.25023101,537924.869606003,3609,,Operational,35.2142457258195,-80.8273858621973,Elizabeth Av,South,1500,14fc0b9f-e878-43c1-95fe-8fa0873ffc4b
1450662.87710601,539343.453356013,3610,547,Operational,35.2179620495387,-80.8394021969798,E Martin Luther King Jr Bv,North,600,dfef2378-3d6a-42db-b381-6d60bc3dfdd0
1452087.42773101,542627.312106013,3611,,Operational,,,N Brevard St,North,400,b0c2fe87-52fe-4b13-b7a2-3eb6da9d07d2
1449031.14023101,544028.641481012,3612,,Operational,35.2307499838723,-80.8451562145686,W 5th St,South,400,374a01f0-0b22-4086-b179-2d60b3eaa651
1448110.51710601,542895.931481004,3613,2343,Pay Station,,,S Mint St,East,300,0ea3ba70-909d-42dc-a640-8c5624ba471c
1447359.15960601,545160.657106012,3614,,Pay Station,35.2337743298651,-80.8508249385513,W Trade St,North,800,96048d7b-51fb-4922-925f-af7063961c41
1449693.74835601,540714.396481007,3615,2655,Operational,,-80.8427747064405,E Martin Luther King Jr Bv,North,400,14a0eb5a-4cd0-4e49-b835-69e187f57a16
1450258.02398101,540395.090231001,3616,368,Pay Station,35.2208304878724,-80.8408227879281,S Davidson St,East,300,d9dc21ca-6dc8-4abb-96ee-eda50e8eed2d
1448029.40835601,542595.033356011,3617,2223,Pay Station,,,W Martin Luther King Jr Bv,North,200,305514d6-7c92-4bb3-86c3-2cb505ec275e
1451667.510856,542675.772106007,3618,,Operational,,,N Brevard St,East,400,9e955067-57d2-484d-91de-71d5ba01ce22
1451719.433356,544007.858981013,3619,095,Operational,35.2309385735501,-80.8362385560383,Phifer Av,South,100,310c0e32-0992-44c1-8134-e75ff7f5ede7
1448825.01960601,544779.980856001,3620,,Operational,35.2328035291211,-80.8458931212014,W 6th St,South,600,b03f4f49-8c26-489e-b40b-7428af67168b
1447746.25523101,542924.92523101,3621,2381,Pay Station,,,W Martin Luther King Jr Bv,North,400,8de4cd38-a4ae-4ad4-9c99-cabb52efdd2f
1447850.38085601,544691.948981002,3622,,Pay Station,35.232511851577,-80.8491509552543,W Trade St,North,600,c11c7cec-0637-4b1e-b66e-b08752e208c2
1448630.606481,543026.854606003,3623,,Operational,35.2279774201451,-80.8464348703067,S Poplar St,East,200,74925712-e1a2-4d6b-97b8-fc560a7fb4de
1451147.58148101,543945.295856014,3624,023,Operational,,,N Tryon St,East,400,b791a812-b97e-4696-b47c-e8ccc9bc3ea6
1450174.399606,540390.324606001,3625,386,Pay Station,35.2208131348729,-80.8411024458108,S Davidson St,West,300,df786050-bc91-455d-8535-4f6d86165555
1450249.39710601,540449.789606005,3626,381,Pay Station,35.2209803184235,-80.8408550647296,S Davidson St,West,300,1731c4b0-c216-4bc1-ad3e-a0e7759af26d
1448454.917106,542885.220231012,3627,,Operational,35.2275793433096,-80.8470142620937,S Poplar St,East,200,8d075b9f-8837-4df1-bc3e-3dede1109a6e
1449409.416481,541898.102731004,3628,157,Pay Station,35.2249162904193,-80.8437571807851,S College St,East,200,1b457173-e87e-4e27-8899-63edbe1cb365
1451180.23523101,539700.922106013,3629,503,Pay Station,35.2189704143842,-80.8376924247372,E 3rd St,South,600,96e3388b-c89f-4a51-a932-cfb4555f953d
1451762.87585601,544459.371481001,3630,013,Operational,35.2320724441836,-80.8360365904276,N Tryon St,East,700,39265f49-365b-4af7-b0cd-1f3d04c21841
1447375.96148101,545143.125231013,3631,,Pay Station,35.2337270271682,-80.8507675866306,W Trade St,North,800,c890bb9f-a9cb-410d-bae9-2e7f27276cdb
1445596.887106,538079.702106014,3632,,Operational,35.2142311850065,-80.8562821203569,E Park Av,North,100,68b9bccf-e057-45d7-b056-725d9116d538
1448921.11085601,544690.142106012,3633,,Operational,35.2325616336221,-80.8455657913895,W 6th St,South,500,7aa79aae-f10e-4c3e-a009-d8b90c651467
1449510.74960601,541603.435231,3634,173,Operational,35.2241119514678,-80.8433996041997,E 3rd St,North,200,9a5a1b8b-967f-4bac-9c1e-e5a09feb86da
1448410.216481,540961.654606014,3635,191,Operational,,,E Stonewall,North,200,c8e70549-8272-48a0-abca-49278462949f
1448715.67460601,541954.767106012,3636,071,Pay Station,,,S Tryon St,East,300,09029278-6695-4d0a-9195-3ea586df817e
1447817.56710601,545142.01835601,3637,,Pay Station,35.2337465980664,-80.8492888989114,N Cedar St,East,100,e03802fe-2ca9-4007-b539-0bb7f57a0f22
1445637.95585601,537992.700231001,3638,,Operational,35.2139942838475,-80.8561391976913,E Park Av,South,100,2195d8e5-e53b-4153-b66e-059774a60152
1451405.36148101,544612.542731002,3639,2116,Operational,35.2324944669035,-80.8372611412305,W 10th St,South,100,3c4430cd-5f24-4e66-9cc3-ae3abd185248
1448044.12335601,542012.879606009,3640,2168,Operational,,,S Church,East,400,f9c379f8-0132-4a54-893b-e2a7cafad209
1447768.197731,544777.193981007,3641,,Pay Station,35.2327418293978,-80.8494314412085,W Trade St,North,600,731d87f2-ce08-4375-9259-3c83d2d04585
1448735.41273101,544863.105231002,3642,,Operational,35.2330273093894,-80.8461983234812,W 6th St,South,600,4d371099-058b-4910-8a07-5e3f90749f01
1448219.372731,542384.929606006,3643,2215,Pay Station,,,W Martin Luther King Jr Bv,North,200,83593b57-ea60-4b28-91d2-65b3a139f0c0
1448936.855856,544674.628981009,3644,,Operational,35.2325198203332,-80.845512107713,W 6th St,South,500,281741bb-842a-4cd0-9693-868e0dd139fc
1450570.40773101,542864.751481012,3645,,Operational,35.2276310481883,-80.8399302619352,N College St,East,200,09b1fcdb-0afb-424a-81f5-c1d8f1d14590
1451557.560231,544438.933356002,3646,2109,Operational,35.2320051919519,-80.8367252228679,W 10th St,South,100,b9a78d81-5643-4845-8c75-7af23505bfdd
1445503.246481,537613.272106007,3647,,Operational,35.2129449998392,-80.8565663755564,South Bv,West,1600,74f071f7-e86d-47a1-a481-f2205b80ec39
1445336.040231,537437.67523101,3648,,Operational,35.2124540079939,-80.8571150874364,South Bv,West,1700,b16b33b3-83d4-4fd9-8c51-bad258f3bee6
1450134.325231,539842.486481011,3649,521,Operational,35.2193060721615,-80.8412025846003,E Martin Luther King Jr Bv,South,600,a5c6ce41-c222-4bc2-bbe9-a18d30064bc6
1448088.215856,541449.072106004,3650,086,Pay Station,,,S Tryon St,East,500,2b406aa0-ac93-4b54-97bc-120d135c87b1
1445776.17835601,537794.192731008,3651,,Operational,35.2134560450678,-80.8556640799725,South Bv,East,1600,fc261b21-9735-449b-a861-369d2c9d467d
1445626.01585601,538050.557106003,3652,,Operational,35.2141526145274,-80.8561827881945,E Park Av,North,100,f5b333a0-0d63-464e-bd86-b9a78a9f2e08
1454787.57835601,538069.203981012,3653,,Operational,35.2146706182854,-80.8255157063235,Travis Av,East,200,9408fae7-2b50-4ea1-b3e9-8e61c708cedd
1447725.728981,544818.002106011,3654,,Pay Station,35.2328517631298,-80.8495761827372,W Trade St,North,600,41fa65c5-6bea-4924-809f-abeb8fd837ba
1447158.777106,545348.842731014,3655,,Operational,35.2342810446354,-80.8515076285488,W Trade St,North,900,c1f90aef-f04a-4357-a1f3-3d3221d1a206
1451734.104606,542731.048981011,3656,,Operational,,,N Brevard St,East,400,2a27a7f8-1238-4bbb-8836-0d20c022fa94
1447784.69398101,545087.960856006,3657,,Pay Station,35.2335964092875,-80.8493955949176,N Cedar St,East,100,3dc4c359-36d0-4dda-9e46-22f716b4e6c4
1451965.08085601,542696.249606013,3658,,Operational,,,N Brevard St,South,400,19aaf0bc-c00a-4133-b4fa-b077ee054721
1451261.18585601,544650.095231012,3659,2622,Operational,,,N Church St,East,600,6f854436-b2b8-4349-9a74-079b1506fe6a
1450515.14148101,539505.61210601,3660,536,Operational,35.2184000100588,-80.8399068246486,E Martin Luther King Jr Bv,North,600,42ab2714-1059-45d2-8590-036c477a15e2
1450421.637731,543341.301481009,3661,041,Pay Station,35.228932647596,-80.8404579327772,N Tryon St,East,300,d8759d1c-4e1b-4a84-a31d-2a85863d5ec0
1452230.152731,541225.200856,3662,421,Operational,35.2232112668273,-80.8342719334615,E 6th St,North,700,8c0c2893-15ab-46ac-b033-b353fde46a24
1451754.47085601,543964.248356014,3663,098,Operational,35.2307755914833,-80.8360763061464,Phifer Av,South,100,75108737-211f-45af-a3d1-fe68dbe07500
1450217.83585601,543182.848981008,3664,,Pay Station,35.2285261717638,-80.8410735530781,N Tryon St,East,200,f6391e62-0c5f-4b25-9199-118d8f249fa4
1448251.25585601,543070.185856014,3665,,Operational,35.2280770664487,-80.8477076531913,S Mint St,West,200,c8cc5aa1-044e-4d3d-8cef-d2283a390724
1446587.77148101,545909.759606004,3666,2594,Operational,,,N Sycamore St,West,100,a110bf3e-2607-4922-8ec0-210d536e9743
1445953.37773101,538087.162731007,3667,,Operational,35.2142699901822,-80.8550892441187,South Bv,West,1500,8be48bff-f802-4e56-96c4-30fb64ba9560
1450260.668356,543216.617106006,3668,,Pay Station,35.2285967849044,-80.8409701971565,N Tryon St,East,400,3bf47b38-8c93-490b-80c8-9b61c6ef88fa
1450155.822106,540311.59648101,3669,373,Pay Station,35.2205959063721,-80.8411597498499,S Davidson St,East,300,f0ed80f8-5c0f-4076-8b72-f68f64d4172a
1451096.08085601,543305.876481012,3670,,Operational,35.228869662221,-80.8381976410241,N College St,East,400,f629958d-6b4d-4bcf-ad56-20d05cbdceb7
1448261.35085601,542337.490856007,3671,2212,Pay Station,,,W Martin Luther King Jr Bv,North,200,b236d747-89a3-4159-b6fc-e30ab4f55308
1448767.121481,543426.092731014,3672,,Operational,35.2290811800523,-80.8460026712205,S Mint St,East,100,b00f9c29-0656-444d-ba56-d709e5408b6d
1449754.87710601,541083.668981001,3673,246,Operational,35.2226965036504,-80.842549990764,S Brevard St,East,300,18b2c5ad-772c-4b75-a0d6-a1b9a27d1c70
1450376.87710601,543188.150856003,3674,,Operational,35.2285096326753,-80.8405982868834,E 6th St,South,100,a373d549-aa91-4b73-b223-6f45540820d8
1449703.06210601,541119.915856004,3675,,Operational,,,Brevard St,Right,300,8612345d-9143-4683-82a4-89a90e10536e
1448989.73335601,540544.502106011,3676,278,Operational,35.221176259445,-80.8450780072534,S Brevard St,West,400,47e8f7cf-9592-4d83-8891-c66d1ae03458
1450689.729606,539313.958981007,3677,549,Operational,35.2178823895644,-80.8393104749283,E Martin Luther King Jr Bv,North,600,9b570a57-5132-4d52-821f-ea15a0e88386
1447718.50835601,542962.129606009,3678,2383,Pay Station,,,W Martin Luther King Jr Bv,North,400,e266d4e0-4e55-4ec3-88a6-c1b836377f87
1449796.77335601,542890.198356003,3679,2060,Operational,,,N Tryon St,West,,9b179d48-ac71-4b74-a14e-434f1371bf65
1448678.45273101,544916.823356003,3680,,Operational,35.2331719726885,-80.8463923856527,W 6th St,South,600,45d01e87-8588-4450-9829-79a0ecc2f058
1448459.86460601,543241.060856014,3681,,Operational,35.2285571591001,-80.8470198668007,S Mint St,West,200,6b14baad-0aaa-45a7-9cb5-c896a0ca9cb7
