X,Y,OBJECTID,SPACE_,STATUS,DMS_LAT,DMS_Long,WHOLESTNAME,SideOfStreet,Block,GlobalID
1448592.74085601,542592.384606004,4382,,Operational,35.2267819118173,-80.8465345853372,W 3rd St,North,200,d28832f7-ea65-402e-a75a-ad238443bf20
1449669.059606,541093.377106011,4383,,Operational,,,Brevard St,Right,300,b22be59d-9b97-41c9-ba9c-f49eb22b4984
1449044.275856,542220.01835601,4384,065,Pay Station,35.2257939117895,-80.8449805614917,S Tryon St,East,200,a8da2c97-bef0-42f1-8c1a-94375392870c
1448875.260231,542281.411481008,4385,,Operational,35.2259420431111,-80.845569353351,W 3rd St,North,100,bf49d0e5-67fe-4a13-bf38-69843a013c60
1451477.43773101,544283.842731014,4386,2020,Operational,,,N Tryon St,West,600,1685142d-cdae-401b-ba9f-a5fc5087a38d
1446558.31835601,545876.816481009,4387,2596,Operational,,,N Sycamore St,West,100,cfe63c88-96c7-44eb-9dc3-2b97d9d10e51
1447965.777731,542622.001481012,4388,2241,Operational,,,W Martin Luther King Jr Bv,South,200,538d23a2-11e7-4b15-bb8d-70de16cfec58
1448505.30460601,542975.528356001,4389,2277,Operational,,,S Poplar St,West,200,7937dc00-1799-445d-b5d6-d75fc3898c7e
1449100.463981,540632.180231005,4390,271,Operational,35.2214227825911,-80.8447127622199,S Brevard St,West,400,dc009738-8668-44f9-affe-257141a9940d
1448166.340856,545635.50273101,4391,2483,Operational,,,N Cedar St,East,200,96d8a83a-7a94-41a9-af33-9033d1123a61
1450926.63210601,543159.383981004,4392,,Operational,35.2284585962614,-80.8387558840548,N College St,East,300,9d662e3a-5f3b-4c91-a02e-f7eb1fda9392
1448471.94523101,542898.654606014,4393,,Operational,35.2276171205981,-80.8469580884063,S Poplar St,East,200,afb6f3bf-8e9a-4254-9b29-61aaddf701c0
1445489.38023101,537602.951481014,4394,,Operational,35.2129159345559,-80.856612145514,South Bv,West,1600,b28e2fa9-71f2-4b3a-ba66-8f29b2a1ed4b
1450894.31710601,543134.185856014,4395,,Operational,35.2283877274414,-80.8388625139492,N College St,East,300,b9a5499a-4e61-4f2e-bca0-acc14d16cfb1
1450212.13898101,540834.804606006,4396,296,Pay Station,35.2220361328697,-80.8410037025804,E 3rd St,North,500,2b54e8a4-a710-4019-b08d-5c3eebbeb7cd
1449222.43648101,543817.277106002,4397,,Operational,35.2301790926179,-80.8445025735743,W 5th St,South,300,8451fbe4-5343-4db0-8b70-05349b52fe71
1451325.47460601,541582.495231003,4398,345,Operational,35.2241468598189,-80.8373228052291,E 5th St,North,500,ee5c822e-c05c-47d9-b67c-3ef11d070082
1449745.39023101,541343.217106014,4399,185,Operational,35.2234090497955,-80.8425978815228,E 3rd St,North,200,9a9644b0-fdfb-4c2f-8039-4a2de64b8e2b
1450252.524606,540717.102731004,4400,292,Operational,35.2217148401372,-80.8408611915009,E 3rd St,South,500,eb1c1548-78f6-4e97-a1fa-a1514bec87b7
1452092.66273101,543068.342731014,4401,,Operational,,,N Brevard St,West,500,b0766306-51ff-4416-85e3-800950da8613
1450237.02335601,540807.295856014,4402,298,Pay Station,35.2219618287885,-80.840918686553,E 3rd St,North,500,4f8a2230-4c37-45fe-9246-ca07f574d91d
1450094.50835601,539885.792106003,4403,518,Operational,35.2194230122493,-80.8413385685834,E Martin Luther King Jr Bv,South,600,22067fbe-ab94-4bda-a4be-781cae3e0c8f
1445547.61460601,538122.334606007,4404,,Operational,35.2143457731912,-80.8564497278629,E Park Av,North,100,8a8942fc-28ad-48cf-b003-0406735feefc
1452076.73960601,543054.022731006,4405,,Operational,,,N Brevard St,West,500,84254604-4394-4335-ba78-df7b8c407d6a
1451082.980856,544317.51898101,4406,2659,Operational,,,W 9th St,North,100,2f23632e-49b5-4e29-b792-4ff7dcb4b2b9
1449831.58585601,543520.59648101,4407,,Operational,35.229395133384,-80.842444619796,N Church St,West,200,bb4b480e-b640-4ec2-884f-c21ad553bdf7
1448283.06960601,543096.084606007,4408,,Operational,35.2281498421876,-80.8476027532733,S Mint St,West,200,ee415487-cca5-49af-ac6d-7ba86be790c3
1447522.17898101,545002.618356004,4409,,Pay Station,35.2333485170658,-80.8502692400746,W Trade St,North,800,f56d176a-c315-42d4-948e-f8a0dc2e1fa1
1447396.510856,545685.732106,4410,,Operational,35.235218723019,-80.8507326568331,W 5th St,North,900,20368e62-6679-4858-bb22-56f844082cfd
1454749.31835601,538027.557731003,4411,,Operational,35.2145542741422,-80.8256412179122,Travis Av,East,200,fbbf17f4-0df0-4a41-8b27-b262991aea15
1449700.67148101,543278.630856007,4412,,Operational,35.2287237301213,-80.8428678937657,W 5th St,South,100,fc002fa6-cdf9-4b0b-993f-a70748aecc30
1449762.51460601,541324.898981005,4413,186,Operational,35.2233595995835,-80.8425394131311,E 3rd St,North,200,cd30a522-639f-44d9-b9d0-3d2b01e282b9
1445639.837106,537759.803981006,4414,,Operational,35.2133545692015,-80.8561183216732,South Bv,West,1600,75122396-bf19-4cb0-b524-d0fe8a8e6fcf
1451389.81960601,544628.629606009,4415,2117,Operational,35.2325311793613,-80.8373027084211,W 10th St,South,100,18d34ea7-a593-453d-95e6-d49757611ae0
1450090.67460601,543129.168356001,4416,2058,Pay Station,,,N Tryon St,West,200,aa3ebcf3-3d7c-4177-84e9-cf04a1732464
1447904.90898101,541367.962106004,4417,,Bagged,35.2233830116665,-80.8487610885882,S Tryon St,West,600,cd2641c6-18e8-443f-8ee9-2ccb9880d48e
1448523.182731,544468.984606013,4418,,Operational,35.2319337382181,-80.8468843690883,Wilkes Pl,East,100,475c64de-14e8-48e3-b622-963287d5b41b
1445915.97398101,538053.708356008,4419,,Operational,35.214176163993,-80.855212359117,South Bv,West,1500,fc377009-9c6f-4ef2-9541-5d0a48f19adf
1447338.70523101,545178.920231014,4420,,Pay Station,35.2338234543089,-80.8508945657932,W Trade St,North,800,80878070-3a2e-4882-84a8-7e956b61f802
1451606.997106,544325.422731012,4421,020,Operational,35.2316965383314,-80.8365502083112,N Tryon St,East,700,fbe65fa9-21a6-4f79-b4ab-f721e1ded68e
1454359.60023101,537856.754606009,4422,,Operational,35.2140653432691,-80.8269352773748,Elizabeth Av,North,1500,63ab3623-8efa-46c7-a797-08648a4854dd
1447585.58085601,545502.885231003,4423,,Operational,35.2347260912541,-80.8500881748405,W 5th St,North,800,da702afd-32c9-4649-803d-69041fee061b
1450108.698356,543088.001481012,4424,2669,Pay Station,35.2282013210543,-80.8415013243426,N Tryon St,East,200,ff052019-5e6a-4d2b-8e6a-1ad71eeebf04
1446706.48460601,546004.036481008,4425,2602,Operational,,,N Sycamore St,East,100,b9980ef2-bad7-4043-8171-b910ea1e175e
1447047.293981,545447.337731004,4426,,Operational,35.2345459154389,-80.8518870604377,W Trade St,North,900,53170b1b-9cd2-40e2-b83e-bbf5d5f193f1
1451267.651481,541642.709606007,4427,341,Operational,35.2243093401557,-80.8375201227586,E 5th St,North,500,bdb9b713-8932-4cc3-bec7-c2f04eefdb06
1452176.434606,541285.093356013,4428,417,Operational,35.2233730763304,-80.8344554797487,E 6th St,North,700,70af4fbd-700d-4015-919b-66330c293a51
1447777.87835601,541263.515231013,4429,024,Bagged,35.2230895751419,-80.849179854139,S Tryon St,West,600,732e76cb-0a11-4f3c-bdee-23ce74a0e5bb
1451200.900856,544047.682731003,4430,2024,Operational,,,N Tryon St,West,500,9e35250d-5e7f-40dc-990d-853d847fb752
1450073.31898101,539986.613356009,4431,526,Operational,35.2196989084472,-80.8414157656996,E Martin Luther King Jr Bv,North,600,27db32ef-3134-431c-a761-49e51d4ae658
1454578.69273101,537861.461481005,4432,,Operational,35.214089350109,-80.8262021584156,Travis Av,East,200,7db59af7-be3e-4a2d-a7b0-3937d7bef96e
1449003.76835601,543459.293356001,4433,,Operational,35.2291844767594,-80.8452124225697,W Trade St,North,300,089d8dd6-928e-4270-8ca5-93e5649bba52
1445994.86335601,538022.830231011,4434,,Operational,35.2140953862092,-80.8549463475183,South Bv,East,1500,cee957ed-5eb6-4d94-93e4-0214a3c5fa3e
1448427.42335601,544091.09648101,4435,,Bagged,35.2308907118948,-80.8471814452613,W Trade St,North,500,1997250d-03ea-4812-874e-00194f33704a
1448424.89773101,542858.960231006,4436,,Operational,35.2275056673843,-80.8471131316846,S Poplar St,East,200,ee6d4d78-6f3a-41d8-8ec0-ba35915e1ab1
1451775.33460601,544532.351481006,4437,2012,Operational,,,N Tryon St,West,700,ede2c476-4419-4eed-b444-9c6c685e182f
1454609.00335601,537941.380856007,4438,,Operational,35.2143104373706,-80.8261056158576,Travis Av,West,200,02059f32-b534-434a-a3f1-91cbdd52a201
1449383.29898101,541876.521481007,4439,159,Pay Station,35.2248556696906,-80.8438432779142,S College St,East,200,05f59015-01fb-4021-9e79-676f6c315fdb
1451393.75085601,541508.87773101,4440,350,Operational,35.2239480895912,-80.8370896621214,E 5th St,North,500,3d79fd6d-d069-4db2-8e3a-aaf21e2564a3
1448386.729606,544331.625856012,4441,,Operational,35.2315494116127,-80.8473326828426,Wilkes Pl,East,100,dd41577a-0b5c-4c63-85c6-a76ea994293a
1451071.15585601,544330.727731004,4442,2660,Operational,,,W 9th St,North,100,b9171b55-f693-4d05-b46d-9fe0d1d5e69f
1450703.19085601,539299.711481005,4443,550,Operational,35.2178439340747,-80.8392645277991,E Martin Luther King Jr Bv,North,600,8ebd8d2d-c399-494d-8abe-782046715791
1449332.69460601,542511.098356009,4444,2072,Pay Station,,,S Tryon St,West,100,2db27df7-cce4-403f-aedd-919b305745df
1449085.33273101,542307.842106014,4445,2074,Operational,,,S Tryon St,West,200,561a7676-affe-4d1d-aaec-2e8f09b05f55
1449753.169606,543454.528981,4446,,Operational,35.2292096340931,-80.8427030590939,N Church St,West,200,161e3d9b-e83a-417c-bbc0-82f1a9f8bd8d
1449017.75710601,544043.36210601,4447,,Operational,35.2307897408015,-80.8452019396328,W 5th St,South,400,c85d5408-f2cc-4bbf-94b1-d6297141ab4a
1451685.47460601,544116.707106009,4448,106,Operational,35.2311271441382,-80.8362745215711,Phifer Av,North,100,96b37735-cb84-4e22-bafe-1e96cafe39a3
1450680.62648101,540889.189606011,4449,362,Pay Station,35.2222094003229,-80.8394386722148,E 4th St,South,500,c6adf2c7-10e8-4d39-bff8-d5728214d6d7
1452044.92710601,542621.376481012,4450,,Operational,,,N Brevard St,South,400,ed67107a-8b4e-4654-8634-8512ad7cebe4
1447796.50710601,544749.242731005,4451,,Pay Station,35.2326664910402,-80.8493349110094,W Trade St,North,600,62775894-21b7-47f1-96a6-8e531b49cf99
1447258.44148101,545736.492731005,4452,,Operational,35.2353510987936,-80.8511981297358,W 5th St,South,900,9805c16b-0ae3-4439-b7d3-76e7f5565804
1454677.84773101,537534.900231004,4453,,Operational,35.2131972290218,-80.8258501299636,Elizabeth Av,North,1500,40182dbe-56d5-49e6-b12e-aab26374cf92
1449706.86085601,543417.173356012,4454,,Operational,35.2291046490421,-80.8428557832019,N Church St,West,200,08eb2d6d-3c9b-45b4-9e0b-6b2fe66ccca0
1448925.184606,543325.015231013,4455,2257,Operational,,,S Poplar St,West,100,084f35d0-8187-472a-a886-eee8cd8414e6
1449632.56898101,541063.521481007,4456,,Operational,,,Brevard St,Right,300,62e2c213-0e72-4592-a39c-4c8af588ab22
1448440.25648101,542708.763356,4457,2255,Operational,,,W 3rd St,South,200,6b3428dc-71cb-4ccc-8a6e-b32f1003c73d
1449735.38210601,541354.337731004,4458,184,Operational,35.2234390899489,-80.8426320784512,E 3rd St,North,200,c3da907a-3061-433f-bf74-f75d0a437a1d
1450364.14523101,543200.883356005,4459,,Operational,35.228543962749,-80.8406417045987,E 6th St,South,100,32ef242e-e630-479e-987d-96c97fa01693
1450451.997731,542764.167106003,4460,,Operational,35.2273486925701,-80.8403204588598,N College St,East,200,02571223-88bf-4fce-b8b5-046a8a6ca75e
1447977.605231,542652.624606013,4461,2226,Operational,,,W Martin Luther King Jr Bv,North,200,44678203-5db2-4867-a409-8dd80b098497
1450498.857106,544015.465856001,4462,2133,Operational,,,N Church St,East,400,648cc3de-2dd5-4502-ab43-7d74d8e53037
1450560.48585601,543516.591481,4463,2041,Operational,,,N Tryon St,West,300,d2588422-90b2-49ef-911d-dcc1cbdee814
1454352.450856,537798.552106008,4464,,Operational,35.2139050873123,-80.8269556237284,Elizabeth Av,South,1500,eca4d577-d4a9-49e0-be30-39f427fa3c4c
1448935.91148101,543708.998356014,4465,,Operational,35.2298669989582,-80.8454551576772,N Pine St,West,100,d6438bf8-9e76-4640-b3c3-b306ba151d8c
1451529.56585601,544472.111481011,4466,2111,Operational,,,W 10th St,South,,2d5955c4-675f-4f97-8b9d-ddc579870112
1451004.79898101,543824.461481005,4467,027,Operational,,,N Tryon St,East,500,a044edc2-8a17-4a40-a505-0588bd0e9138
1450796.14023101,543653.966481,4468,029,Operational,,,N Tryon St,,400,026f90bd-7bc9-4c2d-b472-a029c1df0801
1452161.92398101,541299.603356004,4469,416,Operational,35.2234122014731,-80.8345049571332,E 6th St,North,600,7323bea4-6afe-4e27-8912-d39ed1b2ff7b
1450137.81648101,540298.207106009,4470,374,Pay Station,35.2205582055452,-80.8412191965973,S Davidson St,East,300,018faeba-66dc-42de-af7c-31ceaeaa464b
1448708.94148101,543775.964606002,4471,,Operational,35.2300393728473,-80.8462192512417,W Trade St,North,400,c9edf670-b9cb-4f7a-bc61-d0b97ca33f1f
1454498.61648101,537831.222731009,4472,,Operational,35.214002230243,-80.8264683499001,Travis Av,West,200,1907b15f-3ed7-41f4-9f74-d685835e5017
1451566.45460601,544358.563981012,4473,2017,Operational,,,N Tryon St,West,600,14a0bce5-0b53-4fa8-9cba-6585e447d7fd
1451742.762731,543980.627106011,4474,097,Operational,35.2308628567728,-80.8361523582423,Phifer Av,South,100,a69d9f13-8146-40b8-9bcf-0b3dd5b5f0fd
1448044.31273101,542578.007106006,4475,2222,Pay Station,,,W Martin Luther King Jr Bv,North,200,af1a17ca-4072-4769-9db1-24bb2a6b1f87
1451115.526481,542390.219606012,4476,,Operational,35.2263551609884,-80.8380757647698,E 6th St,South,200,3398750b-d4e7-455c-a947-f927c8dd4537
1450910.15648101,539994.225231007,4477,483,Pay Station,35.2197624368938,-80.8386147495229,E 3rd St,South,600,3d115d30-1047-4b14-a9db-7b586c8e02f9
1449202.85148101,541928.12835601,4478,2673,Operational,,,E 3rd St,North,100,5b6bcd89-f41e-430b-826c-f872a5ba2146
1447260.47210601,545805.527106002,4479,,Operational,35.2355408532139,-80.8511956415187,W 5th St,North,900,048edf3d-58e6-4508-8af1-b9c858256919
1448982.84210601,541619.50273101,4480,169,Pay Station,35.2241291452833,-80.8451679782874,S College St,West,300,daf8ee8a-6d50-4be6-9b5f-9c8d8a4065db
1447785.821481,542877.133356005,4481,2378,Pay Station,,,W Martin Luther King Jr Bv,North,,91f991d1-fa88-4866-a92d-c8796dc0ebf3
1448780.371481,543696.130856007,4482,,Operational,35.229823703843,-80.8459751233547,W Trade St,North,400,22f7f131-8671-4911-8b07-9f9f2c14bee0
1449309.540856,543719.421481013,4483,,Operational,35.2299147106412,-80.8442048489196,W 5th St,South,300,3bbab56f-00d7-4440-9531-a230a151c339
1450518.20523101,542818.915856004,4484,,Operational,35.2275024702229,-80.8401021927759,N College St,East,200,3076ef53-934a-4578-9b6e-3eb57124b368
1454217.228981,538001.076481014,4485,,Operational,35.2144546257562,-80.8274207573452,Elizabeth Av,North,1500,f736b91b-aa22-4785-a038-5b6287bbe768
1449114.45898101,540643.70648101,4486,270,Operational,35.2214551619961,-80.8446666272208,S Brevard St,West,400,3ee34ec2-4208-4e08-a718-d364a0f9efb4
1447916.43710601,542082.652106002,4487,2244,Operational,,,W 1st St,North,200,ed1e5772-cde1-4667-90b1-9d03cddc86c0
1448616.93648101,542565.056481004,4488,,Operational,35.2267080726923,-80.8464518764902,W 3rd St,North,200,aad0f69f-05d5-42c8-81a8-da69081461e1
1450225.38085601,540746.590856001,4489,290,Operational,35.2217944668782,-80.8409538940408,E 3rd St,South,500,d5d50fdc-4e30-41e4-8dd3-b8e49943abf0
1451113.371481,539771.990856007,4490,498,Pay Station,35.2191622535269,-80.8379206684714,E 3rd St,South,600,80ec6e04-40cd-4f8a-839d-e89cf898658f
1448479.62710601,541819.592106014,4491,2081,Pay Station,35.2246610503241,-80.8469136911117,S Tryon St,West,400,2beac630-ffa6-48c2-8f5d-3a65ac6b1189
1449613.90898101,541047.763981014,4492,,Operational,,,Brevard St,Right,300,632ff101-d40e-47fb-8d93-bbbefd8a49b1
1451278.84335601,544664.406481013,4493,2621,Operational,,,N Church St,East,600,7c2137f3-ecb8-4122-8320-e06caae70dfb
1447749.46898101,545290.280231014,4494,,Operational,35.2341504158044,-80.849526160483,W 5th St,South,800,f632bef5-007b-406f-b597-14ac5cec72a7
1454485.98460601,537819.275231004,4495,,Operational,35.213968769389,-80.8265098989275,Travis Av,West,200,fd96e2c4-ea89-4358-9c54-431b82db1734
1451600.043356,541905.014606014,4496,330,Operational,35.22504684386,-80.8364235555011,E 6th St,North,500,c5dcff15-c4dd-4456-b72a-c616a8115812
1447715.29523101,544984.958356008,4497,,Pay Station,35.2333098894639,-80.8496215342542,N Cedar St,East,100,da8a29eb-6443-47c5-94e7-e8da6103f0e0
1450377.28273101,541219.624606013,4498,283,Operational,35.2231017233153,-80.8404747216694,E 4th St,South,400,7f863cdd-a3c2-4aea-a7d3-e535d37a3205
1450599.50835601,544098.490856007,4499,2126,Operational,,,N Church St,East,400,b54dd509-543e-4168-84a9-53cb1aed1c15
1447722.33210601,542887.886481002,4500,2373,Operational,,,W Martin Luther King Jr Bv,South,400,3f2dfa79-d8af-4f62-8306-e3509c1a4ca4
1449026.34648101,541654.850231007,4501,166,Pay Station,35.2242284734182,-80.8450245302628,S College St,West,300,bfe4b51c-34b4-4ed6-97b6-3aa3662904a0
1448013.35773101,545421.438356012,4502,2492,Operational,,,N Cedar St,East,200,d5cb6906-f784-4526-bd46-40a25e11a507
1446740.700231,546077.561481014,4503,2588,Operational,,,N Sycamore St,West,100,1c11defb-163d-4ffb-995e-4ed27bbeba5a
1451735.70460601,544053.618981004,4504,110,Operational,35.2309563813218,-80.8361024351233,Phifer Av,North,100,3bf96f7b-a0a6-4708-8285-a648ff2ab23a
1447729.012731,545305.240856007,4505,,Operational,35.2341904683049,-80.8495955874899,W 5th St,South,800,5be647e8-d08c-4c96-83f9-b6a47f4d6a29
1451294.151481,544678.876481012,4506,2620,Operational,,,N Church St,East,600,fa6eab5b-31b6-455f-a588-92818d135a6e
1451748.403356,544037.236481011,4507,111,Operational,35.2309120206785,-80.8360589028865,Phifer Av,North,100,086ac8da-a524-46e3-905a-1f0a7868e7f0
1448937.46023101,544130.350231007,4508,,Operational,35.231024612885,-80.845476201533,W 5th St,South,400,5c4d77ce-a33f-49f5-bf1a-48c2e3cde236
1448358.712106,544303.403981,4509,,Operational,35.2314704481865,-80.8474247320536,Wilkes Pl,East,100,eed716b7-8229-4bd2-8ba5-7e549db3a765
1449011.39210601,541643.293981001,4510,167,Pay Station,35.2241959624832,-80.8450738767049,S College St,West,300,267439d6-f8dc-4609-ad3a-e9a9432bc6fa
1449208.72335601,540718.212106004,4511,264,Operational,35.2216646559032,-80.8443556857852,S Brevard St,West,400,d9d150d5-5bfb-4a0b-adfb-a570bbad1288
1449378.31648101,540854.874606013,4512,253,Operational,35.2220487505596,-80.8437964229276,S Brevard St,West,400,c63989c1-3d53-4c58-9138-79c0351f41f2
1447402.45835601,545115.567731008,4513,,Pay Station,35.2336526787556,-80.850677147357,W Trade St,North,800,abf22330-402c-4998-9d6c-f23433796cac
1450728.48648101,543657.235231012,4514,2039,Operational,35.2298719657621,-80.839368263058,N Tryon St,West,400,22bbd2da-5dae-4619-a035-ef56cbb4cefe
1448770.432106,544305.995856002,4515,,Operational,35.2314986125034,-80.8460463775345,W 5th St,South,500,a03e4fdd-6718-4e99-acdb-16ae8a8b9a6f
1449771.571481,540282.443356007,4516,365,Operational,,,E Martin Luther King Jr Bv,South,500,6175ba32-c981-41e9-9b53-6e038b8132ba
1448991.87773101,543473.095856011,4517,,Operational,35.2292217876342,-80.8452530926029,W Trade St,North,300,a894fdd1-4aff-444c-99f4-ca3f90da4dac
1448330.58023101,543135.314606011,4518,,Operational,35.2282600439703,-80.847446129933,S Mint St,West,200,0e36c3d1-b61d-4a88-afbe-a323703d6c8b
1449518.65773101,543261.332731009,4519,,Operational,35.2286669236152,-80.8434762141111,N Church St,West,100,0c262f6b-9c01-473d-b291-7af21d2b70ec
1451982.118981,542682.619606003,4520,,Operational,,,N Brevard St,South,400,687ae395-02ab-4a8e-bea6-0830ad309305
1447681.042106,545347.120231003,4521,,Operational,35.234303063069,-80.8497588205969,W 5th St,South,800,aac262df-3f0b-4245-9e7c-b17e72005a24
1450351.822731,541247.544606,4522,281,Operational,35.2231771281574,-80.8405616911181,E 4th St,South,400,0a485294-a89a-4c21-8a0c-45cbe12e6538
1451379.28023101,541523.552731007,4523,349,Operational,35.2239876689748,-80.8371390174291,E 5th St,North,500,f59d7f10-9e16-45ae-aa84-2233d13bad4e
